message,spam,transformed_text,num_characters,lem_num_characters,num_sentence
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1,u want xmas free text message new video phone half price line rental call free find,154,16,1
"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedline cost ppm mobile vary,158,21,1
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,1,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sp tyrone,137,20,1
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,u secret admirer looking make contact u find r reveal think ur special call,132,14,1
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1,u secret admirer looking make contact u find r reveal think ur special call stopsms,143,15,1
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,reminder downloaded content already paid goto http doit mymoby tv collect content,127,12,1
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",1,lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap,162,17,1
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,january male sale hot gay chat cheaper call national rate p min cheap p min peak stop text call p min,155,21,1
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,money r lucky winner claim prize text money million give away ppt x normal text rate box w jy,140,19,1
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1,dear matthew please call landline complimentary lux tenerife holiday cash await collection ppm sae c box sk xh,159,18,1
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1,urgent call landline complimentary tenerife holiday cash await collection sae c box hp yf ppm,149,15,1
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1,getting touch folk waiting company txt back name age opt enjoy community p sm,132,14,1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,ur cash balance currently pound maximize ur cash send go p msg cc po box tcr w,137,17,1
Filthy stories and GIRLS waiting for your,1,filthy story girl waiting,41,4,1
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,urgent trying contact u today draw show prize guaranteed call land line claim valid hr,157,15,1
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1,congrats mobile g videophones r call videochat wid mate play java game dload polyph music noline rentl,141,17,1
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout,150,15,1
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,free st week nokia tone ur mob every week txt nokia get txting tell ur mate www getzed co uk pobox w wq norm p tone,158,26,1
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,guess somebody know secretly fancy wanna find give u call landline datebox essexcm xn p min,156,17,1
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",1,know someone know fancy call find pobox l hb p,101,10,1
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1,flirting txt girl bloke ur name age eg girl zoe join get chatting,104,13,1
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,day euro kickoff u kept informed latest news result daily unsubscribe send get euro stop,135,15,1
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkent p,153,19,1
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1,new local date area lot new people registered area reply date start www flirtparty u reply,143,16,1
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,someone u know asked dating service contact cant guess call revealed po box wu,134,14,1
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1,urgent trying contact u today draw show prize guaranteed call land line claim c valid hr,157,16,1
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1,dear u invited xchat final attempt contact u txt chat,90,10,1
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,1,awarded sipix digital camera call landline delivery within day c box bp yr warranty ppm p p,153,17,1
WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,win urgent mobile number awarded prize guaranteed call land line claim valid hr ppm,147,14,1
Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1,dear subscriber ur draw gift voucher b entered receipt correct an elvis presley birthday txt answer,142,16,1
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1,message important information user today lucky day find log onto http www urawinner com fantastic surprise awaiting,159,17,1
"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",1,price claim call,70,3,1
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,bored speed dating try speedchat txt speedchat like em txt swap get new chatter chat pobox w wq p msg rcd,156,21,1
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,want anytime network min text new video phone five pound per week call reply delivery tomorrow,153,16,1
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1,taking part mobile survey yesterday text use however wish get txts send txt c www txt com p,156,18,1
Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1,ur hmv quiz cash balance currently maximize ur cash send hmv p msg,105,13,1
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,dont forget place many free request stchoice co uk wish information call,120,12,1
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,know u u know send chat let find p msg rcvd hg suite land row w j hl ldn year,158,20,1
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,thank winner notified sm good luck future marketing reply stop customer service,115,12,1
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),1,girl many local u r virgin r ready fil ur every sexual need u fil text cute p,140,18,1
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1,got take take part wrc rally oz u lucozade energy text rally le p see pack lucozade co uk wrc itcould u,159,22,1
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,1,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabe co uk pic wk,155,19,1
You have 1 new voicemail. Please call 08719181503,1,new voicemail please call,49,4,1
WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,win year supply cd store ur choice worth enter weekly draw txt music t c www ldew com sub win ppmx,147,21,1
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1,sim subscriber selected receive bonus get delivered door txt word ok claim p msg exp apr,148,16,1
You have 1 new voicemail. Please call 08719181513.,1,new voicemail please call,50,4,1
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friend p tone reply hl info,143,21,1
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1,reply name address receive post week completely free accommodation various global location www phb com ph p,159,17,1
FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,1,free entry weekly comp send word enter c www textcomp com cust care,123,13,1
Please CALL 08712402779 immediately as there is an urgent message waiting for you,1,please call immediately urgent message waiting,81,6,1
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1,hungry gay guy feeling hungry call p min stop text call p min,120,13,1
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1,u get phone wanna chat set meet call u cum moro luv jane xx call minmoremobsemspobox po wa,147,19,1
network operator. The service is free. For T & C's visit 80488.biz,1,network operator service free c visit biz,66,7,1
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1,enjoy jamster videosound gold club credit new videosounds logo musicnews get fun jamster co uk help call,163,17,1
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,get lion england tone reply lionm mono lionp poly go www ringtones co uk original n best tone gbp network operator rate apply,155,23,1
"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,win newest harry potter order phoenix book reply harry answer question chance first among reader,140,15,1
Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,1,ur balance ur next question sang uptown girl answer txt ur answer good luck,126,14,1
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1,free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pic c pocketbabe co uk wk,155,22,1
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,hot live fantasy call p per min ntt ltd po box croydon cr wb k,101,15,1
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,bear pic nick tom pete dick fact type try gay chat photo upload call p min stop text call,151,19,1
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1,new mobile must go txt nokia collect today www tc biz optout gbp mtmsg txtauction,154,15,1
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer call optout lf,159,17,1
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,urgent important information user today lucky day find log onto http www urawinner com fantastic surprise awaiting,163,17,1
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1,dear u invited xchat final attempt contact u txt chat p msgrcvdhg suite land row w j hl ldn yr,143,20,1
Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,congratulation ur awarded either cd gift voucher free entry weekly draw txt music tncs www ldew com win ppmx age,152,20,1
For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,sale arsenal dartboard good condition double treble,71,7,1
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,free st week entry textpod chance win gb ipod cash every wk txt pod t c www textpod net custcare,141,20,1
As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,1,registered optin subscriber ur draw gift voucher entered receipt correct an whats bbc chart,142,14,1
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,summer finally fancy chat flirt sexy single yr area get matched reply summer free join optout txt stop help,159,19,1
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1,claire havin borin time alone u wanna cum nite chat hope c u luv claire xx call minmoremobsemspobox po wa,154,21,1
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,bought one ringtone getting text costing pound offering tone etc,81,10,1
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1,urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap,153,11,1
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,guaranteed latest nokia phone gb ipod mp player prize txt word collect tc llc ny usa p mt msgrcvd,159,19,1
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x call minmobsmorelkpobox hp fl,161,22,1
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",1,account credited free text message activate txt word credit c www biz,130,12,1
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",1,sm ac jsco energy high u may know channel day ur leadership skill r strong psychic reply an w question end reply end jsco,154,24,1
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call,122,17,1
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,thanks vote sing along star karaoke mobile free link reply sing,121,11,1
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1,brand new mobile music service live free music player arrive shortly install phone browse content top artist,157,17,1
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",1,urgent mobile awarded bonus caller prize nd attempt contact call box qu bt national rate,159,15,1
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,nokia get win free auction take part send nokia hg suite land row w jhl,150,15,1
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,hello orange month free access game news sport plus free text photo message reply yes term apply www orange co uk ow,156,22,1
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,1,ur cash balance currently pound maximize ur cash send go p msg cc hg suite land row w j hl,145,20,1
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,1,sm auction brand new nokia auction today auction free join take part txt nokia hg suite land row w j hl,149,21,1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1,private account statement show un redeemed point call identifier code expires,136,11,1
As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,1,registered subscriber yr draw gift voucher b entered receipt correct an next olympics txt an,146,15,1
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1,urgent mobile number awarded prize guaranteed call land line claim valid hr ppm,144,13,1
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,1,rt king pro video club need help info ringtoneking co uk call must club credit redeemable www ringtoneking co uk enjoy,153,21,1
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1,u secret admirer looking make contact u find r reveal think ur special call,132,14,1
500 free text msgs. Just text ok to 80488 and we'll credit your account,1,free text msg text ok credit account,71,7,1
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",1,selected stay top british hotel nothing holiday worth claim call london bx sw s,147,14,1
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1,eerie nokia tone u rply tone title eg tone dracula title ghost addamsfa munsters exorcist twilight www getzed co uk pobox w wq p,161,24,1
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",1,network allow company bill sm responsible supplier,91,7,1
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1,freemsg feelin kinda lnly hope u like keep company jst got cam moby wanna c pic txt reply date msg p rcv hlp stop,160,25,1
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1,ur chance win cash every wk txt action c www movietrivia tv custcare x p wk,123,16,1
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,1,rgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvary max,148,16,1
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,1,hi ur lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx call minmobsmorelkpobox hp fl,160,21,1
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1,urgent trying contact u today draw show prize guaranteed call land line claim valid hr,158,15,1
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,1,monthly password wap mobsi com use wap phone pc,73,9,1
todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,1,today vodafone number ending last four digit selected received award number match please call claim award,174,16,1
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sm,114,16,1
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1,free msg sorry service ordered could delivered sufficient credit please top receive service,148,13,1
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx,145,21,1
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,1,wow boy r back take uk tour win vip ticket pre book vip club txt club trackmarque ltd info vipclub u,138,21,1
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1,hi mandy sullivan calling hotmix fm chosen receive easter prize draw please telephone claim prize transferred someone else,224,18,1
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,1,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x,159,15,1
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,1,someone conacted dating service entered phone fancy find call landline pobox n tf,155,13,1
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,hi ibh customer loyalty offer new nokia mobile txtauction txt word start get,143,13,1
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,sm auction nokia get win free auction take part send nokia hg suite land row w jhl,162,17,1
Call FREEPHONE 0800 542 0578 now!,1,call freephone,33,2,1
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1,buy space invader chance win orig arcade game console press game arcade std wap charge see co uk game term setting purchase,154,22,1
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,big brother alert computer selected u k cash voucher call ntt po box cro bt landline cost ppm mobile vary,154,20,1
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,win winner mr foley ipod exciting prize soon keep eye ur mobile visit www win co uk,132,17,1
Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,1,today voda number ending selected receive award match please call quoting claim code standard rate app,156,16,1
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1,hottest pic straight phone see getting wet wanting xx text pic txt cost p textoperator g ga xxx,151,18,1
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1,hack chat get backdoor entry chat room fraction cost reply neo call subscribe p pm dp bcm box ldn wc n xx,161,22,1
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",1,free nokia motorola upto mths price linerental free x net min txt mth free b tooth call mobileupd call optout wv,158,21,1
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",1,nd time tried contact u u pound prize claim easy call p per min bt national rate,154,17,1
You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,1,guaranteed cash prize claim yr prize call customer service representative,117,10,1
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,1,would like see xxx pic hot nearly banned uk,84,9,1
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,1,u secret admirer looking make contact u find r reveal think ur special call,132,14,1
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1,dear xxxxxxx u invited xchat final attempt contact u txt chat p msgrcvdhg suite land row w j hl ldn yr,155,21,1
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,1,urgent please call landline abta complimentary tenerife holiday cash await collection sae c box cw wx ppm,153,17,1
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,1,call listen extreme dirty live chat going office right total privacy one know sic listening p min mp,163,18,1
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",1,freemsg hey u got video pic fones reply wild txt ill send u pic hurry im bored work xxx p rcvd stop stop,156,23,1
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,free entry weekly comp chance win ipod txt pod get entry std txt rate c apply detail,143,17,1
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,1,new textbuddy chat horny guy ur area p free receive search postcode gaytextbuddy com txt one name rpl stop cnl,158,20,1
Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1,call tell u call claim prize u enter ur mobile personal detail prompt careful,145,14,1
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,1,free st week entry textpod chance win gb ipod cash every wk txt vpod t c www textpod net custcare,142,20,1
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,1,people dogging area call join like minded guy arrange evening minapn l bb,160,13,1
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,well done costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min,162,20,1
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1,guess somebody know secretly fancy wanna find give u call landline datebox essexcm xn p min,156,17,1
it to 80488. Your 500 free text messages are valid until 31 December 2005.,1,free text message valid december,74,5,1
